時間,地區別,船種,臺灣港口,重量(公噸)
106年01月,廣東河源,貨櫃輪,基隆港,50
106年01月,安徽合肥,貨櫃輪,基隆港,3
106年01月,浙江杭州,貨櫃輪,基隆港,18
106年01月,廣東虎門,貨櫃輪,基隆港,553
106年01月,廣東鶴山,貨櫃輪,基隆港,11
106年01月,廣東黃埔,貨櫃輪,基隆港,850
106年01月,廣東花都,貨櫃輪,基隆港,42
106年01月,廣東皇崗,貨櫃輪,基隆港,1
106年01月,廣東惠州,貨櫃輪,基隆港,226
106年01月,廣東黃埔新港,貨櫃輪,基隆港,133
106年01月,江西吉安,貨櫃輪,基隆港,3
106年01月,福建江陰,貨櫃輪,基隆港,58
106年01月,湖北荊州,貨櫃輪,基隆港,120
106年01月,江蘇江陰,貨櫃輪,基隆港,134
106年01月,江西九江,貨櫃輪,基隆港,11
106年01月,浙江嘉興,貨櫃輪,基隆港,196
106年01月,廣東九江,貨櫃輪,基隆港,26
106年01月,廣東江門,貨櫃輪,基隆港,45
106年01月,廣東揭西,貨櫃輪,基隆港,0
106年01月,廣東窖心,貨櫃輪,基隆港,35
106年01月,廣東開平,貨櫃輪,基隆港,23
106年01月,江西南昌,貨櫃輪,基隆港,0
106年01月,河北開平,貨櫃輪,基隆港,1
106年01月,江蘇昆山,貨櫃輪,基隆港,1659
106年01月,廣東瀾石,貨櫃輪,基隆港,4
106年01月,廣東寮步,貨櫃輪,基隆港,0
106年01月,廣東龍崗,貨櫃輪,基隆港,152
106年01月,廣東蓮花山,貨櫃輪,基隆港,27
106年01月,廣東勒流,貨櫃輪,基隆港,14
106年01月,江蘇連雲港,貨櫃輪,基隆港,551
106年01月,福建馬尾,貨櫃輪,基隆港,315
106年01月,廣東馬坊,貨櫃輪,基隆港,23
106年01月,四川綿陽,貨櫃輪,基隆港,4
106年01月,廣東南海,貨櫃輪,基隆港,12
106年01月,浙江寧波,貨櫃輪,基隆港,10676
106年01月,廣東南港,貨櫃輪,基隆港,50
106年01月,江蘇南京,貨櫃輪,基隆港,434
106年01月,廣東南沙,貨櫃輪,基隆港,207
106年01月,江蘇南通,貨櫃輪,基隆港,155
106年01月,廣東平州,貨櫃輪,基隆港,22
106年01月,廣東坪山,貨櫃輪,基隆港,11
106年01月,廣東清溪,貨櫃輪,基隆港,93
106年01月,廣東清遠,貨櫃輪,基隆港,1
106年01月,福建泉州,貨櫃輪,基隆港,18
106年01月,廣東容奇,貨櫃輪,基隆港,13
106年01月,上海,貨櫃輪,基隆港,31710
106年01月,山東石島,貨櫃輪,基隆港,48
106年01月,遼寧瀋陽,貨櫃輪,基隆港,2
106年01月,廣東三山,貨櫃輪,基隆港,3
106年01月,廣東沙井,貨櫃輪,基隆港,14
106年01月,廣東蛇口,貨櫃輪,基隆港,3640
106年01月,河北秦皇島,貨櫃輪,基隆港,2
106年01月,廣東沙亭,貨櫃輪,基隆港,5
106年01月,廣東四會,貨櫃輪,基隆港,39
106年01月,廣東沙田,貨櫃輪,基隆港,688
106年01月,廣東石碣,貨櫃輪,基隆港,81
106年01月,廣東三水,貨櫃輪,基隆港,20
106年01月,廣東三榕,貨櫃輪,基隆港,4
106年01月,廣東順德,貨櫃輪,基隆港,3
106年01月,廣東汕頭,貨櫃輪,基隆港,145
106年01月,江蘇蘇州,貨櫃輪,基隆港,594
106年01月,廣東深圳,貨櫃輪,基隆港,1669
106年01月,江蘇太倉,貨櫃輪,基隆港,3693
106年01月,山東青島,貨櫃輪,基隆港,3235
106年01月,廣東太平,貨櫃輪,基隆港,224
106年01月,廣東台城,貨櫃輪,基隆港,18
106年01月,山東濟南,貨櫃輪,基隆港,0
106年01月,天津,貨櫃輪,基隆港,461
106年01月,廣東塘廈,貨櫃輪,基隆港,210
106年01月,天津新港,貨櫃輪,基隆港,2055
106年01月,江蘇泰州,貨櫃輪,基隆港,10
106年01月,山東濰坊,貨櫃輪,基隆港,0
106年01月,上海外高橋,貨櫃輪,基隆港,72
106年01月,安徽蕪湖,貨櫃輪,基隆港,215
106年01月,浙江溫州,貨櫃輪,基隆港,196
106年01月,湖北武漢,貨櫃輪,基隆港,5
106年01月,江蘇吳江,貨櫃輪,基隆港,373
106年01月,上海吳淞,貨櫃輪,基隆港,5
106年01月,江蘇無錫,貨櫃輪,基隆港,527
106年01月,廣西梧州,貨櫃輪,基隆港,346
106年01月,廣東新豐,貨櫃輪,基隆港,1
106年01月,天津新港,貨櫃輪,基隆港,1033
106年01月,廣東小欖,貨櫃輪,基隆港,8
106年01月,廣東新會,貨櫃輪,基隆港,59
106年01月,廣東新塘,貨櫃輪,基隆港,100
106年01月,福建廈門,貨櫃輪,基隆港,7509
106年01月,湖南－－,貨櫃輪,基隆港,21
106年01月,河北宜昌,貨櫃輪,基隆港,11
106年01月,廣東雲浮,貨櫃輪,基隆港,13
106年01月,山東煙臺,貨櫃輪,基隆港,378
106年01月,廣東鹽田,貨櫃輪,基隆港,1021
106年01月,江蘇楊州,貨櫃輪,基隆港,615
106年01月,浙江乍浦,貨櫃輪,基隆港,605
106年01月,廣東樟木頭,貨櫃輪,基隆港,96
106年01月,江蘇鎮江,貨櫃輪,基隆港,184
106年01月,江蘇張家港,貨櫃輪,基隆港,428
106年01月,廣東肇慶,貨櫃輪,基隆港,0
106年01月,廣東中山,貨櫃輪,基隆港,383
106年01月,廣東珠海,貨櫃輪,基隆港,296
106年01月,福建漳州,貨櫃輪,基隆港,113
106年02月,福建福清,客貨輪,基隆港,56
106年02月,安徽合肥,客貨輪,基隆港,7
106年02月,浙江寧波,客貨輪,基隆港,61
106年02月,江蘇蘇州,客貨輪,基隆港,80
106年02月,福建廈門,客貨輪,基隆港,536
106年02月,安徽安慶,貨櫃輪,基隆港,40
106年02月,廣西北海,貨櫃輪,基隆港,115
106年02月,福建北茭,貨櫃輪,基隆港,93
106年02月,北京,貨櫃輪,基隆港,15
106年02月,廣東保安,貨櫃輪,基隆港,63
106年02月,廣東博羅,貨櫃輪,基隆港,65
106年02月,廣東廣州,貨櫃輪,基隆港,555
106年02月,吉林長春,貨櫃輪,基隆港,28
106年02月,江蘇常熟,貨櫃輪,基隆港,655
106年02月,陝西長安,貨櫃輪,基隆港,65
106年02月,重慶,貨櫃輪,基隆港,480
106年02月,廣東長沙,貨櫃輪,基隆港,33
106年02月,廣東從化,貨櫃輪,基隆港,126
106年02月,廣東昌平,貨櫃輪,基隆港,61
106年02月,湖南長沙,貨櫃輪,基隆港,16
106年02月,四川成都,貨櫃輪,基隆港,71
106年02月,江蘇常州,貨櫃輪,基隆港,540
106年02月,遼寧丹東,貨櫃輪,基隆港,0
106年02月,廣東德清,貨櫃輪,基隆港,20
106年02月,廣東東莞,貨櫃輪,基隆港,3654
106年02月,江西東坑,貨櫃輪,基隆港,26
106年02月,遼寧大連,貨櫃輪,基隆港,1442
106年02月,廣東斗門,貨櫃輪,基隆港,221
106年02月,廣西防城,貨櫃輪,基隆港,93
106年02月,廣東鳳崗,貨櫃輪,基隆港,32
106年02月,廣東芳村,貨櫃輪,基隆港,49
106年02月,廣東福永,貨櫃輪,基隆港,0
106年02月,福建福州,貨櫃輪,基隆港,11
106年02月,廣東佛山,貨櫃輪,基隆港,128
106年02月,廣東福田,貨櫃輪,基隆港,15
106年02月,廣東高沙,貨櫃輪,基隆港,1
106年02月,廣東公明,貨櫃輪,基隆港,2
106年02月,廣東高明,貨櫃輪,基隆港,998
106年02月,廣東,貨櫃輪,基隆港,20
106年02月,廣西貴港,貨櫃輪,基隆港,18
106年02月,海南海口,貨櫃輪,基隆港,29
106年02月,廣東花都,貨櫃輪,基隆港,290
106年02月,廣東河源,貨櫃輪,基隆港,50
106年02月,安徽合肥,貨櫃輪,基隆港,97
106年02月,浙江杭州,貨櫃輪,基隆港,9
106年02月,廣東虎門,貨櫃輪,基隆港,586
106年02月,廣東鶴山,貨櫃輪,基隆港,37
106年02月,廣東黃埔,貨櫃輪,基隆港,2273
106年02月,廣東花都,貨櫃輪,基隆港,306
106年02月,廣東皇崗,貨櫃輪,基隆港,21
106年02月,廣東惠州,貨櫃輪,基隆港,298
106年02月,廣東黃埔新港,貨櫃輪,基隆港,262
106年02月,浙江湖州,貨櫃輪,基隆港,21
106年02月,福建江陰,貨櫃輪,基隆港,133
106年02月,湖北荊州,貨櫃輪,基隆港,160
106年02月,江蘇江陰,貨櫃輪,基隆港,311
106年02月,江西九江,貨櫃輪,基隆港,84
106年02月,浙江嘉興,貨櫃輪,基隆港,84
106年02月,廣東江門,貨櫃輪,基隆港,85
106年02月,廣東窖心,貨櫃輪,基隆港,97
106年02月,廣東開平,貨櫃輪,基隆港,31
106年02月,江西南昌,貨櫃輪,基隆港,3
106年02月,江蘇昆山,貨櫃輪,基隆港,2187
106年02月,廣東寮步,貨櫃輪,基隆港,63
106年02月,廣東龍崗,貨櫃輪,基隆港,323
106年02月,廣東龍華,貨櫃輪,基隆港,19
106年02月,廣東蓮花山,貨櫃輪,基隆港,74
106年02月,廣東勒流,貨櫃輪,基隆港,107
106年02月,江蘇連雲港,貨櫃輪,基隆港,248
106年02月,福建馬尾,貨櫃輪,基隆港,385
106年02月,福建梅林,貨櫃輪,基隆港,1
106年02月,廣東馬坊,貨櫃輪,基隆港,38
106年02月,四川綿陽,貨櫃輪,基隆港,14
106年02月,廣東南海,貨櫃輪,基隆港,126
106年02月,浙江寧波,貨櫃輪,基隆港,9928
106年02月,廣東南港,貨櫃輪,基隆港,69
106年02月,江蘇南京,貨櫃輪,基隆港,328
106年02月,廣東南沙,貨櫃輪,基隆港,322
106年02月,江蘇南通,貨櫃輪,基隆港,235
106年02月,廣東平州,貨櫃輪,基隆港,81
106年02月,廣東平湖,貨櫃輪,基隆港,14
106年02月,廣東坪山,貨櫃輪,基隆港,22
106年02月,廣東番禺市橋,貨櫃輪,基隆港,20
106年02月,福建莆田,貨櫃輪,基隆港,18
106年02月,廣東清溪,貨櫃輪,基隆港,18
106年02月,廣東清遠,貨櫃輪,基隆港,439
106年02月,廣西欽州,貨櫃輪,基隆港,17
106年02月,廣東容奇,貨櫃輪,基隆港,43
106年02月,吉林三合,貨櫃輪,基隆港,1
106年02月,廣東三埠,貨櫃輪,基隆港,620
106年02月,上海,貨櫃輪,基隆港,41928
106年02月,遼寧瀋陽,貨櫃輪,基隆港,4
106年02月,廣東三山,貨櫃輪,基隆港,167
106年02月,廣東沙井,貨櫃輪,基隆港,9
106年02月,廣東蛇口,貨櫃輪,基隆港,5487
106年02月,河北秦皇島,貨櫃輪,基隆港,1
106年02月,廣東沙亭,貨櫃輪,基隆港,14
106年02月,陝西西安,貨櫃輪,基隆港,1
106年02月,廣東沙田,貨櫃輪,基隆港,1159
106年02月,廣東石碣,貨櫃輪,基隆港,97
106年02月,廣東三水,貨櫃輪,基隆港,90
106年02月,廣東南海三山,貨櫃輪,基隆港,80
106年02月,廣東沙頭角,貨櫃輪,基隆港,8
106年02月,廣東汕頭,貨櫃輪,基隆港,60
106年02月,浙江紹興縣,貨櫃輪,基隆港,0
106年02月,廣東十堰,貨櫃輪,基隆港,18
106年02月,江蘇蘇州,貨櫃輪,基隆港,617
106年02月,廣東深圳,貨櫃輪,基隆港,2564
106年02月,江蘇太倉,貨櫃輪,基隆港,4296
106年02月,山東青島,貨櫃輪,基隆港,2940
106年02月,廣東太平,貨櫃輪,基隆港,622
106年02月,廣東台城,貨櫃輪,基隆港,9
106年02月,天津,貨櫃輪,基隆港,266
106年02月,廣東塘廈,貨櫃輪,基隆港,239
106年02月,天津新港,貨櫃輪,基隆港,1807
106年02月,江蘇泰州,貨櫃輪,基隆港,9
106年02月,山東威海,貨櫃輪,基隆港,6
106年02月,上海外高橋,貨櫃輪,基隆港,125
106年02月,安徽蕪湖,貨櫃輪,基隆港,94
106年02月,廣東文錦渡,貨櫃輪,基隆港,1
106年02月,浙江溫州,貨櫃輪,基隆港,96
106年02月,廣東吳衝口,貨櫃輪,基隆港,2
106年02月,湖北武漢,貨櫃輪,基隆港,26
106年02月,江蘇吳江,貨櫃輪,基隆港,298
106年02月,上海吳淞,貨櫃輪,基隆港,4
106年02月,江蘇無錫,貨櫃輪,基隆港,582
106年02月,廣西梧州,貨櫃輪,基隆港,580
106年02月,廣東新豐,貨櫃輪,基隆港,3
106年02月,天津新港,貨櫃輪,基隆港,1428
106年02月,廣東小欖,貨櫃輪,基隆港,1
106年02月,廣東新會,貨櫃輪,基隆港,93
106年02月,廣東新塘,貨櫃輪,基隆港,117
106年02月,福建秀嶼,貨櫃輪,基隆港,2
106年02月,福建廈門,貨櫃輪,基隆港,8984
106年02月,湖南－－,貨櫃輪,基隆港,0
106年02月,河北宜昌,貨櫃輪,基隆港,12
106年02月,遼寧營口,貨櫃輪,基隆港,5
106年02月,山東煙臺,貨櫃輪,基隆港,464
106年02月,廣東北滘,貨櫃輪,基隆港,104
106年02月,廣東鹽田,貨櫃輪,基隆港,1811
106年02月,江蘇楊州,貨櫃輪,基隆港,409
106年02月,浙江乍浦,貨櫃輪,基隆港,1012
106年02月,廣東樟木頭,貨櫃輪,基隆港,50
106年02月,廣東湛江,貨櫃輪,基隆港,12
106年02月,江蘇鎮江,貨櫃輪,基隆港,20
106年02月,江蘇張家港,貨櫃輪,基隆港,539
106年02月,浙江舟山,貨櫃輪,基隆港,27
106年02月,廣東肇慶,貨櫃輪,基隆港,2
106年02月,廣東中山,貨櫃輪,基隆港,391
106年02月,廣東珠海,貨櫃輪,基隆港,339
106年02月,福建漳州,貨櫃輪,基隆港,90
106年03月,浙江寧波,客貨輪,基隆港,25
106年03月,福建廈門,客貨輪,基隆港,524
106年03月,安徽安慶,貨櫃輪,基隆港,40
106年03月,安徽蚌埠,貨櫃輪,基隆港,9
106年03月,廣西北海,貨櫃輪,基隆港,207
106年03月,福建北茭,貨櫃輪,基隆港,65
106年03月,北京,貨櫃輪,基隆港,16
106年03月,廣東保安,貨櫃輪,基隆港,142
106年03月,廣東博羅,貨櫃輪,基隆港,36
106年03月,廣東廣州,貨櫃輪,基隆港,963
106年03月,河南鄭州,貨櫃輪,基隆港,9
106年03月,吉林長春,貨櫃輪,基隆港,21
106年03月,江蘇常熟,貨櫃輪,基隆港,807
106年03月,陝西長安,貨櫃輪,基隆港,43
106年03月,重慶,貨櫃輪,基隆港,256
106年03月,廣東長沙,貨櫃輪,基隆港,8
106年03月,廣東從化,貨櫃輪,基隆港,76
106年03月,廣東昌平,貨櫃輪,基隆港,97
106年03月,湖南長沙,貨櫃輪,基隆港,9
106年03月,四川成都,貨櫃輪,基隆港,192
106年03月,江蘇常州,貨櫃輪,基隆港,121
106年03月,遼寧丹東,貨櫃輪,基隆港,0
106年03月,廣東德清,貨櫃輪,基隆港,140
106年03月,廣東東莞,貨櫃輪,基隆港,3419
106年03月,江西東坑,貨櫃輪,基隆港,17
106年03月,遼寧大連,貨櫃輪,基隆港,760
106年03月,廣東斗門,貨櫃輪,基隆港,324
106年03月,廣西防城,貨櫃輪,基隆港,3
106年03月,廣東鳳崗,貨櫃輪,基隆港,1
106年03月,廣東芳村,貨櫃輪,基隆港,33
106年03月,廣東福永,貨櫃輪,基隆港,1
106年03月,福建福州,貨櫃輪,基隆港,21
106年03月,廣東佛山,貨櫃輪,基隆港,177
106年03月,廣東福田,貨櫃輪,基隆港,10
106年03月,廣東公明,貨櫃輪,基隆港,0
106年03月,廣東高明,貨櫃輪,基隆港,1038
106年03月,廣東,貨櫃輪,基隆港,33
106年03月,海南海口,貨櫃輪,基隆港,110
106年03月,廣東花都,貨櫃輪,基隆港,102
106年03月,廣東河源,貨櫃輪,基隆港,164
106年03月,安徽合肥,貨櫃輪,基隆港,73
106年03月,浙江杭州,貨櫃輪,基隆港,20
106年03月,廣東虎門,貨櫃輪,基隆港,585
106年03月,湖南衡陽,貨櫃輪,基隆港,1
106年03月,廣東鶴山,貨櫃輪,基隆港,20
106年03月,廣東黃埔,貨櫃輪,基隆港,1700
106年03月,廣東皇崗,貨櫃輪,基隆港,21
106年03月,廣東惠州,貨櫃輪,基隆港,428
106年03月,廣東黃埔新港,貨櫃輪,基隆港,337
106年03月,福建江陰,貨櫃輪,基隆港,98
106年03月,湖北荊州,貨櫃輪,基隆港,120
106年03月,江蘇江陰,貨櫃輪,基隆港,163
106年03月,江西九江,貨櫃輪,基隆港,380
106年03月,浙江嘉興,貨櫃輪,基隆港,46
106年03月,廣東江門,貨櫃輪,基隆港,73
106年03月,廣東窖心,貨櫃輪,基隆港,122
106年03月,江西南昌,貨櫃輪,基隆港,39
106年03月,江蘇昆山,貨櫃輪,基隆港,1788
106年03月,廣東瀾石,貨櫃輪,基隆港,22
106年03月,廣東寮步,貨櫃輪,基隆港,2
106年03月,廣東龍崗,貨櫃輪,基隆港,333
106年03月,廣東龍華,貨櫃輪,基隆港,19
106年03月,廣東蓮花山,貨櫃輪,基隆港,92
106年03月,江蘇連雲港,貨櫃輪,基隆港,246
106年03月,福建馬尾,貨櫃輪,基隆港,248
106年03月,福建梅林,貨櫃輪,基隆港,19
106年03月,廣東梅州,貨櫃輪,基隆港,10
106年03月,廣東馬坊,貨櫃輪,基隆港,46
106年03月,四川綿陽,貨櫃輪,基隆港,16
106年03月,廣東南海,貨櫃輪,基隆港,17
106年03月,浙江寧波,貨櫃輪,基隆港,11590
106年03月,廣東南港,貨櫃輪,基隆港,28
106年03月,江蘇南京,貨櫃輪,基隆港,338
106年03月,廣東南沙,貨櫃輪,基隆港,235
106年03月,江蘇南通,貨櫃輪,基隆港,351
106年03月,廣東平湖,貨櫃輪,基隆港,14
106年03月,貴州坪地,貨櫃輪,基隆港,115
106年03月,廣東坪山,貨櫃輪,基隆港,18
106年03月,廣東清溪,貨櫃輪,基隆港,50
106年03月,廣東清遠,貨櫃輪,基隆港,176
106年03月,廣西欽州,貨櫃輪,基隆港,22
106年03月,廣東容奇,貨櫃輪,基隆港,30
106年03月,廣東三埠,貨櫃輪,基隆港,400
106年03月,上海,貨櫃輪,基隆港,38628
106年03月,遼寧瀋陽,貨櫃輪,基隆港,5
106年03月,廣東三山,貨櫃輪,基隆港,481
106年03月,福建石獅,貨櫃輪,基隆港,2
106年03月,廣東沙井,貨櫃輪,基隆港,28
106年03月,廣東蛇口,貨櫃輪,基隆港,4778
106年03月,廣東沙亭,貨櫃輪,基隆港,6
106年03月,廣東四會,貨櫃輪,基隆港,22
106年03月,廣東沙田,貨櫃輪,基隆港,539
106年03月,廣東石碣,貨櫃輪,基隆港,88
106年03月,廣東三水,貨櫃輪,基隆港,110
106年03月,廣東三榕,貨櫃輪,基隆港,2
106年03月,廣東南海三山,貨櫃輪,基隆港,126
106年03月,廣東沙頭角,貨櫃輪,基隆港,18
106年03月,廣東順德,貨櫃輪,基隆港,11
106年03月,廣東穗港黃埔,貨櫃輪,基隆港,24
106年03月,廣東汕頭,貨櫃輪,基隆港,95
106年03月,廣東十堰,貨櫃輪,基隆港,3
106年03月,江蘇蘇州,貨櫃輪,基隆港,978
106年03月,廣東深圳,貨櫃輪,基隆港,2529
106年03月,江蘇太倉,貨櫃輪,基隆港,3035
106年03月,山東青島,貨櫃輪,基隆港,3258
106年03月,廣東太平,貨櫃輪,基隆港,739
106年03月,廣東台城,貨櫃輪,基隆港,0
106年03月,天津,貨櫃輪,基隆港,372
106年03月,廣東塘廈,貨櫃輪,基隆港,245
106年03月,天津新港,貨櫃輪,基隆港,1623
106年03月,廣東外海,貨櫃輪,基隆港,1
106年03月,上海外高橋,貨櫃輪,基隆港,147
106年03月,安徽蕪湖,貨櫃輪,基隆港,805
106年03月,浙江溫州,貨櫃輪,基隆港,226
106年03月,廣東吳衝口,貨櫃輪,基隆港,11
106年03月,湖北武漢,貨櫃輪,基隆港,48
106年03月,江蘇吳江,貨櫃輪,基隆港,228
106年03月,江蘇無錫,貨櫃輪,基隆港,717
106年03月,廣西梧州,貨櫃輪,基隆港,1004
106年03月,天津新港,貨櫃輪,基隆港,1554
106年03月,廣東小欖,貨櫃輪,基隆港,6
106年03月,廣東新會,貨櫃輪,基隆港,51
106年03月,廣東新塘,貨櫃輪,基隆港,92
106年03月,福建廈門,貨櫃輪,基隆港,8024
106年03月,遼寧營口,貨櫃輪,基隆港,5
106年03月,廣東雲浮,貨櫃輪,基隆港,30
106年03月,山東煙臺,貨櫃輪,基隆港,186
106年03月,廣東北滘,貨櫃輪,基隆港,128
106年03月,廣東鹽田,貨櫃輪,基隆港,1051
106年03月,江蘇楊州,貨櫃輪,基隆港,171
106年03月,浙江乍浦,貨櫃輪,基隆港,620
106年03月,廣東樟木頭,貨櫃輪,基隆港,106
106年03月,廣東湛江,貨櫃輪,基隆港,16
106年03月,江蘇鎮江,貨櫃輪,基隆港,73
106年03月,江蘇張家港,貨櫃輪,基隆港,1150
106年03月,廣東肇慶,貨櫃輪,基隆港,15
106年03月,廣東中山,貨櫃輪,基隆港,406
106年03月,廣東珠海,貨櫃輪,基隆港,227
106年04月,浙江寧波,客貨輪,基隆港,42
106年04月,福建廈門,客貨輪,基隆港,852
106年04月,安徽安慶,貨櫃輪,基隆港,60
106年04月,廣西北海,貨櫃輪,基隆港,201
106年04月,福建北茭,貨櫃輪,基隆港,58
106年04月,北京,貨櫃輪,基隆港,4
106年04月,廣東保安,貨櫃輪,基隆港,137
106年04月,廣東博羅,貨櫃輪,基隆港,11
106年04月,廣東廣州,貨櫃輪,基隆港,869
106年04月,吉林長春,貨櫃輪,基隆港,25
106年04月,江蘇常熟,貨櫃輪,基隆港,707
106年04月,陝西長安,貨櫃輪,基隆港,61
106年04月,重慶,貨櫃輪,基隆港,228
106年04月,廣東長沙,貨櫃輪,基隆港,39
106年04月,廣東昌平,貨櫃輪,基隆港,79
106年04月,湖南長沙,貨櫃輪,基隆港,23
106年04月,四川成都,貨櫃輪,基隆港,64
106年04月,江蘇常州,貨櫃輪,基隆港,538
106年04月,遼寧丹東,貨櫃輪,基隆港,0
106年04月,廣東德清,貨櫃輪,基隆港,160
106年04月,廣東東莞,貨櫃輪,基隆港,3864
106年04月,江西東坑,貨櫃輪,基隆港,38
106年04月,遼寧大連,貨櫃輪,基隆港,699
106年04月,廣東斗門,貨櫃輪,基隆港,278
106年04月,廣西防城,貨櫃輪,基隆港,6
106年04月,廣東鳳崗,貨櫃輪,基隆港,17
106年04月,廣東芳村,貨櫃輪,基隆港,75
106年04月,福建福州,貨櫃輪,基隆港,0
106年04月,廣東佛山,貨櫃輪,基隆港,471
106年04月,廣東福田,貨櫃輪,基隆港,52
106年04月,廣東公明,貨櫃輪,基隆港,5
106年04月,廣東高明,貨櫃輪,基隆港,780
106年04月,廣東,貨櫃輪,基隆港,32
106年04月,海南海口,貨櫃輪,基隆港,32
106年04月,廣東花都,貨櫃輪,基隆港,151
106年04月,廣東河源,貨櫃輪,基隆港,306
106年04月,安徽合肥,貨櫃輪,基隆港,14
106年04月,浙江杭州,貨櫃輪,基隆港,8
106年04月,廣東虎門,貨櫃輪,基隆港,857
106年04月,湖北黃石,貨櫃輪,基隆港,7
106年04月,廣東鶴山,貨櫃輪,基隆港,17
106年04月,廣東黃埔,貨櫃輪,基隆港,2541
106年04月,廣東花都,貨櫃輪,基隆港,15
106年04月,廣東皇崗,貨櫃輪,基隆港,22
106年04月,廣東惠州,貨櫃輪,基隆港,368
106年04月,黑龍江呼瑪,貨櫃輪,基隆港,20
106年04月,廣東黃埔新港,貨櫃輪,基隆港,288
106年04月,福建江陰,貨櫃輪,基隆港,101
106年04月,湖北荊州,貨櫃輪,基隆港,285
106年04月,江蘇江陰,貨櫃輪,基隆港,618
106年04月,江西九江,貨櫃輪,基隆港,142
106年04月,浙江嘉興,貨櫃輪,基隆港,46
106年04月,廣東九江,貨櫃輪,基隆港,28
106年04月,廣東江門,貨櫃輪,基隆港,76
106年04月,廣東揭西,貨櫃輪,基隆港,1
106年04月,廣東窖心,貨櫃輪,基隆港,164
106年04月,廣東揭陽,貨櫃輪,基隆港,2
106年04月,廣東九州,貨櫃輪,基隆港,20
106年04月,廣東開平,貨櫃輪,基隆港,23
106年04月,江蘇昆山,貨櫃輪,基隆港,1671
106年04月,廣東寮步,貨櫃輪,基隆港,420
106年04月,廣東龍崗,貨櫃輪,基隆港,367
106年04月,廣東龍華,貨櫃輪,基隆港,19
106年04月,甘肅蘭州,貨櫃輪,基隆港,1
106年04月,廣東蓮花山,貨櫃輪,基隆港,67
106年04月,江蘇連雲港,貨櫃輪,基隆港,175
106年04月,福建馬尾,貨櫃輪,基隆港,474
106年04月,福建梅林,貨櫃輪,基隆港,5
106年04月,廣東梅州,貨櫃輪,基隆港,1
106年04月,四川綿陽,貨櫃輪,基隆港,10
106年04月,廣東南海,貨櫃輪,基隆港,37
106年04月,浙江寧波,貨櫃輪,基隆港,11122
106年04月,廣東南港,貨櫃輪,基隆港,24
106年04月,江蘇南京,貨櫃輪,基隆港,524
106年04月,廣東南沙,貨櫃輪,基隆港,374
106年04月,江蘇南通,貨櫃輪,基隆港,645
106年04月,廣東平州,貨櫃輪,基隆港,50
106年04月,廣東平湖,貨櫃輪,基隆港,1
106年04月,廣東坪山,貨櫃輪,基隆港,41
106年04月,廣東番禺市橋,貨櫃輪,基隆港,18
106年04月,廣東清溪,貨櫃輪,基隆港,65
106年04月,廣東清遠,貨櫃輪,基隆港,90
106年04月,廣西欽州,貨櫃輪,基隆港,35
106年04月,廣東容奇,貨櫃輪,基隆港,92
106年04月,廣東三埠,貨櫃輪,基隆港,280
106年04月,上海,貨櫃輪,基隆港,41670
106年04月,遼寧瀋陽,貨櫃輪,基隆港,4
106年04月,廣東三山,貨櫃輪,基隆港,443
106年04月,福建石獅,貨櫃輪,基隆港,1
106年04月,廣東沙井,貨櫃輪,基隆港,6
106年04月,廣東蛇口,貨櫃輪,基隆港,5094
106年04月,河北秦皇島,貨櫃輪,基隆港,3
106年04月,廣東沙亭,貨櫃輪,基隆港,12
106年04月,廣東四會,貨櫃輪,基隆港,22
106年04月,廣東沙田,貨櫃輪,基隆港,1378
106年04月,廣東石碣,貨櫃輪,基隆港,118
106年04月,廣東三水,貨櫃輪,基隆港,377
106年04月,廣東三榕,貨櫃輪,基隆港,5
106年04月,廣東南海三山,貨櫃輪,基隆港,13
106年04月,廣東沙頭角,貨櫃輪,基隆港,20
106年04月,廣東穗港黃埔,貨櫃輪,基隆港,1
106年04月,廣東汕頭,貨櫃輪,基隆港,101
106年04月,江蘇蘇州,貨櫃輪,基隆港,548
106年04月,廣東深圳,貨櫃輪,基隆港,2316
106年04月,江蘇太倉,貨櫃輪,基隆港,3935
106年04月,山東青島,貨櫃輪,基隆港,3201
106年04月,廣東太平,貨櫃輪,基隆港,670
106年04月,福建台江,貨櫃輪,基隆港,7
106年04月,天津,貨櫃輪,基隆港,323
106年04月,廣東塘廈,貨櫃輪,基隆港,201
106年04月,天津新港,貨櫃輪,基隆港,2029
106年04月,廣東灣仔,貨櫃輪,基隆港,0
106年04月,上海外高橋,貨櫃輪,基隆港,152
106年04月,安徽蕪湖,貨櫃輪,基隆港,17
106年04月,浙江溫州,貨櫃輪,基隆港,156
106年04月,廣東吳衝口,貨櫃輪,基隆港,4
106年04月,湖北武漢,貨櫃輪,基隆港,753
106年04月,江蘇吳江,貨櫃輪,基隆港,383
106年04月,上海吳淞,貨櫃輪,基隆港,6
106年04月,江蘇無錫,貨櫃輪,基隆港,877
106年04月,廣西梧州,貨櫃輪,基隆港,1611
106年04月,廣東新豐,貨櫃輪,基隆港,0
106年04月,天津新港,貨櫃輪,基隆港,1602
106年04月,廣東小欖,貨櫃輪,基隆港,25
106年04月,廣東新會,貨櫃輪,基隆港,39
106年04月,廣東新塘,貨櫃輪,基隆港,125
106年04月,福建廈門,貨櫃輪,基隆港,7138
106年04月,湖南－－,貨櫃輪,基隆港,0
