時間,地區別,船種,臺灣港口,重量(公噸)
107年08月,重慶,乾貨輪,基隆港,15
107年08月,江蘇南通,乾貨輪,基隆港,16
107年08月,吉林三合,乾貨輪,基隆港,13
107年08月,上海,乾貨輪,基隆港,11167
107年08月,廣東蛇口,乾貨輪,基隆港,0
107年08月,江蘇太倉,乾貨輪,基隆港,1
107年08月,山東青島,乾貨輪,基隆港,0
107年08月,湖北武漢,乾貨輪,基隆港,48
107年08月,江蘇張家港,乾貨輪,基隆港,12
107年09月,福建廈門,客貨輪,基隆港,1145
107年09月,安徽安慶,貨櫃輪,基隆港,11
107年09月,廣東廣州,貨櫃輪,基隆港,80
107年09月,上海漕涇,貨櫃輪,基隆港,71
107年09月,重慶,貨櫃輪,基隆港,134
107年09月,廣東東莞,貨櫃輪,基隆港,0
107年09月,遼寧大連,貨櫃輪,基隆港,9895
107年09月,黑龍江東寧,貨櫃輪,基隆港,0
107年09月,廣西防城,貨櫃輪,基隆港,145
107年09月,福建福州,貨櫃輪,基隆港,785
107年09月,廣東佛山,貨櫃輪,基隆港,588
107年09月,廣東高明,貨櫃輪,基隆港,480
107年09月,廣西貴港,貨櫃輪,基隆港,49
107年09月,海南海口,貨櫃輪,基隆港,28
107年09月,廣東花都,貨櫃輪,基隆港,219
107年09月,廣東虎門,貨櫃輪,基隆港,388
107年09月,廣東黃埔,貨櫃輪,基隆港,3451
107年09月,黑龍江呼瑪,貨櫃輪,基隆港,107
107年09月,廣東今古洲,貨櫃輪,基隆港,41
107年09月,福建江陰,貨櫃輪,基隆港,826
107年09月,湖北荊州,貨櫃輪,基隆港,194
107年09月,江西九江,貨櫃輪,基隆港,121
107年09月,廣東江門,貨櫃輪,基隆港,72
107年09月,廣東窖心,貨櫃輪,基隆港,71
107年09月,江西南昌,貨櫃輪,基隆港,116
107年09月,廣東蓮花山,貨櫃輪,基隆港,108
107年09月,山東龍口,貨櫃輪,基隆港,5
107年09月,廣東勒流,貨櫃輪,基隆港,26
107年09月,江蘇連雲港,貨櫃輪,基隆港,7412
107年09月,安徽馬鞍山,貨櫃輪,基隆港,12
107年09月,廣東馬坊,貨櫃輪,基隆港,13
107年09月,浙江寧波,貨櫃輪,基隆港,13578
107年09月,江蘇南京,貨櫃輪,基隆港,901
107年09月,廣東南沙,貨櫃輪,基隆港,900
107年09月,江蘇南通,貨櫃輪,基隆港,157
107年09月,上海浦東機場,貨櫃輪,基隆港,3
107年09月,廣東清溪,貨櫃輪,基隆港,647
107年09月,廣東清遠,貨櫃輪,基隆港,24
107年09月,廣西欽州,貨櫃輪,基隆港,1192
107年09月,廣東容奇,貨櫃輪,基隆港,139
107年09月,吉林三合,貨櫃輪,基隆港,11
107年09月,廣東三埠,貨櫃輪,基隆港,26
107年09月,廣東水東,貨櫃輪,基隆港,24
107年09月,上海,貨櫃輪,基隆港,55219
107年09月,廣東三山,貨櫃輪,基隆港,23
107年09月,廣東蛇口,貨櫃輪,基隆港,5748
107年09月,廣東沙田,貨櫃輪,基隆港,5
107年09月,廣東三水,貨櫃輪,基隆港,119
107年09月,廣東三榕,貨櫃輪,基隆港,23
107年09月,廣東順德,貨櫃輪,基隆港,75
107年09月,廣東汕頭,貨櫃輪,基隆港,1494
107年09月,廣東深圳,貨櫃輪,基隆港,25
107年09月,江蘇太倉,貨櫃輪,基隆港,8317
107年09月,山東青島,貨櫃輪,基隆港,22481
107年09月,天津,貨櫃輪,基隆港,17
107年09月,天津新港,貨櫃輪,基隆港,8495
107年09月,江蘇泰州,貨櫃輪,基隆港,37
107年09月,浙江溫嶺,貨櫃輪,基隆港,14
107年09月,安徽蕪湖,貨櫃輪,基隆港,184
107年09月,浙江溫州,貨櫃輪,基隆港,2068
107年09月,湖北武漢,貨櫃輪,基隆港,275
107年09月,廣西梧州,貨櫃輪,基隆港,56
107年09月,廣東新豐,貨櫃輪,基隆港,1
107年09月,天津新港,貨櫃輪,基隆港,8260
107年09月,廣東小欖,貨櫃輪,基隆港,6
107年09月,廣東新會,貨櫃輪,基隆港,69
107年09月,福建廈門,貨櫃輪,基隆港,15853
107年09月,河北宜昌,貨櫃輪,基隆港,116
107年09月,遼寧營口,貨櫃輪,基隆港,65
107年09月,廣東雲浮,貨櫃輪,基隆港,96
107年09月,山東煙臺,貨櫃輪,基隆港,615
107年09月,海南洋浦,貨櫃輪,基隆港,246
107年09月,廣東北滘,貨櫃輪,基隆港,78
107年09月,廣東鹽田,貨櫃輪,基隆港,31
107年09月,湖南岳陽,貨櫃輪,基隆港,22
107年09月,江蘇楊州,貨櫃輪,基隆港,260
107年09月,浙江乍浦,貨櫃輪,基隆港,14
107年09月,廣東湛江,貨櫃輪,基隆港,744
107年09月,江蘇鎮江,貨櫃輪,基隆港,1006
107年09月,江蘇張家港,貨櫃輪,基隆港,149
107年09月,廣東肇慶,貨櫃輪,基隆港,99
107年09月,廣東中山,貨櫃輪,基隆港,172
107年09月,廣東珠海,貨櫃輪,基隆港,45
107年09月,福建泉州,散裝輪,基隆港,52752
107年09月,上海寶山碼頭,乾貨輪,基隆港,1
107年09月,浙江寧波,乾貨輪,基隆港,4
107年09月,江蘇南京,乾貨輪,基隆港,218
107年09月,江蘇南通,乾貨輪,基隆港,12
107年09月,上海,乾貨輪,基隆港,14687
107年09月,福建廈門,乾貨輪,基隆港,6441
107年09月,江蘇張家港,乾貨輪,基隆港,14
107年10月,福建廈門,客貨輪,基隆港,1410
107年10月,上海寶山碼頭,貨櫃輪,基隆港,3
107年10月,遼寧鱍魚圈,貨櫃輪,基隆港,245
107年10月,福建北茭,貨櫃輪,基隆港,25
107年10月,廣東廣州,貨櫃輪,基隆港,8
107年10月,江蘇常熟,貨櫃輪,基隆港,13
107年10月,重慶,貨櫃輪,基隆港,41
107年10月,江蘇常州,貨櫃輪,基隆港,44
107年10月,廣東東莞,貨櫃輪,基隆港,26
107年10月,遼寧大連,貨櫃輪,基隆港,9883
107年10月,廣東斗門,貨櫃輪,基隆港,7
107年10月,福建福州,貨櫃輪,基隆港,679
107年10月,廣東佛山,貨櫃輪,基隆港,551
107年10月,廣東廣澳,貨櫃輪,基隆港,11
107年10月,廣東高明,貨櫃輪,基隆港,46
107年10月,海南海口,貨櫃輪,基隆港,70
107年10月,廣東花都,貨櫃輪,基隆港,437
107年10月,廣東虎門,貨櫃輪,基隆港,473
107年10月,廣東鶴山,貨櫃輪,基隆港,2
107年10月,廣東黃埔,貨櫃輪,基隆港,3828
107年10月,廣東惠州,貨櫃輪,基隆港,7
107年10月,廣東黃埔新港,貨櫃輪,基隆港,15
107年10月,福建江陰,貨櫃輪,基隆港,978
107年10月,湖北荊州,貨櫃輪,基隆港,350
107年10月,江蘇江陰,貨櫃輪,基隆港,52
107年10月,上海嘉定,貨櫃輪,基隆港,36
107年10月,江西九江,貨櫃輪,基隆港,164
107年10月,廣東江門,貨櫃輪,基隆港,82
107年10月,廣東窖心,貨櫃輪,基隆港,74
107年10月,江西南昌,貨櫃輪,基隆港,88
107年10月,廣東蓮花山,貨櫃輪,基隆港,182
107年10月,廣東勒流,貨櫃輪,基隆港,44
107年10月,江蘇連雲港,貨櫃輪,基隆港,7409
107年10月,安徽馬鞍山,貨櫃輪,基隆港,4
107年10月,廣東馬坊,貨櫃輪,基隆港,9
107年10月,廣東茂名,貨櫃輪,基隆港,2
107年10月,浙江寧波,貨櫃輪,基隆港,14790
107年10月,江蘇南京,貨櫃輪,基隆港,1311
107年10月,廣東南沙,貨櫃輪,基隆港,983
107年10月,江蘇南通,貨櫃輪,基隆港,194
107年10月,上海浦東機場,貨櫃輪,基隆港,1
107年10月,廣東清溪,貨櫃輪,基隆港,1440
107年10月,廣西欽州,貨櫃輪,基隆港,1873
107年10月,廣東容奇,貨櫃輪,基隆港,143
107年10月,甘肅－－,貨櫃輪,基隆港,56
107年10月,廣東三埠,貨櫃輪,基隆港,49
107年10月,上海,貨櫃輪,基隆港,51244
107年10月,廣東三山,貨櫃輪,基隆港,50
107年10月,廣東蛇口,貨櫃輪,基隆港,4908
107年10月,廣東沙田,貨櫃輪,基隆港,14
107年10月,廣東三水,貨櫃輪,基隆港,223
107年10月,廣東順德,貨櫃輪,基隆港,98
107年10月,廣東汕頭,貨櫃輪,基隆港,1665
107年10月,廣東深圳,貨櫃輪,基隆港,37
107年10月,江蘇太倉,貨櫃輪,基隆港,8571
107年10月,山東青島,貨櫃輪,基隆港,23341
107年10月,天津,貨櫃輪,基隆港,171
107年10月,天津新港,貨櫃輪,基隆港,7343
107年10月,江蘇泰州,貨櫃輪,基隆港,19
107年10月,安徽蕪湖,貨櫃輪,基隆港,54
107年10月,浙江溫州,貨櫃輪,基隆港,2153
107年10月,湖北武漢,貨櫃輪,基隆港,387
107年10月,廣西梧州,貨櫃輪,基隆港,4
107年10月,廣東新豐,貨櫃輪,基隆港,2
107年10月,天津新港,貨櫃輪,基隆港,7194
107年10月,廣東小欖,貨櫃輪,基隆港,3
107年10月,廣東新會,貨櫃輪,基隆港,255
107年10月,福建廈門,貨櫃輪,基隆港,18866
107年10月,青海西寧,貨櫃輪,基隆港,2
107年10月,河北宜昌,貨櫃輪,基隆港,24
107年10月,遼寧營口,貨櫃輪,基隆港,113
107年10月,山東煙臺,貨櫃輪,基隆港,774
107年10月,海南洋浦,貨櫃輪,基隆港,228
107年10月,廣東北滘,貨櫃輪,基隆港,113
107年10月,廣東鹽田,貨櫃輪,基隆港,185
107年10月,湖南岳陽,貨櫃輪,基隆港,27
107年10月,江蘇楊州,貨櫃輪,基隆港,262
107年10月,浙江乍浦,貨櫃輪,基隆港,47
107年10月,廣東湛江,貨櫃輪,基隆港,1677
107年10月,江蘇鎮江,貨櫃輪,基隆港,624
107年10月,江蘇張家港,貨櫃輪,基隆港,213
107年10月,廣東肇慶,貨櫃輪,基隆港,137
107年10月,廣東中山,貨櫃輪,基隆港,380
107年10月,廣東珠海,貨櫃輪,基隆港,438
107年10月,福建城澳,礦砂輪,基隆港,10000
107年10月,福建泉州,散裝輪,基隆港,27000
107年10月,福建松下,散裝輪,基隆港,25874
107年10月,安徽安慶,乾貨輪,基隆港,16
107年10月,上海寶山碼頭,乾貨輪,基隆港,2
107年10月,浙江寧波,乾貨輪,基隆港,6
107年10月,江蘇南京,乾貨輪,基隆港,4
107年10月,上海,乾貨輪,基隆港,11946
107年10月,湖北武漢,乾貨輪,基隆港,104
107年10月,福建廈門,乾貨輪,基隆港,0
107年11月,浙江寧波,客貨輪,基隆港,21
107年11月,廣東深圳,客貨輪,基隆港,0
107年11月,福建廈門,客貨輪,基隆港,1321
107年11月,安徽安慶,貨櫃輪,基隆港,25
107年11月,上海寶山碼頭,貨櫃輪,基隆港,0
107年11月,遼寧鱍魚圈,貨櫃輪,基隆港,89
107年11月,廣西北海,貨櫃輪,基隆港,3
107年11月,福建北茭,貨櫃輪,基隆港,13
107年11月,廣東廣州,貨櫃輪,基隆港,7
107年11月,江蘇常熟,貨櫃輪,基隆港,13
107年11月,重慶,貨櫃輪,基隆港,42
107年11月,廣東長沙,貨櫃輪,基隆港,11
107年11月,四川成都,貨櫃輪,基隆港,15
107年11月,江蘇常州,貨櫃輪,基隆港,18
107年11月,廣東東莞,貨櫃輪,基隆港,16
107年11月,遼寧大連,貨櫃輪,基隆港,5983
107年11月,廣東斗門,貨櫃輪,基隆港,8
107年11月,廣西防城,貨櫃輪,基隆港,57
107年11月,福建福州,貨櫃輪,基隆港,887
107年11月,廣東佛山,貨櫃輪,基隆港,351
107年11月,廣東高明,貨櫃輪,基隆港,137
107年11月,海南海口,貨櫃輪,基隆港,53
107年11月,廣東花都,貨櫃輪,基隆港,9
107年11月,安徽合肥,貨櫃輪,基隆港,137
107年11月,廣東虎門,貨櫃輪,基隆港,416
107年11月,湖北黃石,貨櫃輪,基隆港,24
107年11月,廣東黃埔,貨櫃輪,基隆港,3721
107年11月,黑龍江呼瑪,貨櫃輪,基隆港,1
107年11月,福建江陰,貨櫃輪,基隆港,1046
107年11月,湖北荊州,貨櫃輪,基隆港,98
107年11月,江西九江,貨櫃輪,基隆港,223
107年11月,廣東九江,貨櫃輪,基隆港,36
107年11月,廣東江門,貨櫃輪,基隆港,110
107年11月,廣東窖心,貨櫃輪,基隆港,94
107年11月,江西南昌,貨櫃輪,基隆港,100
107年11月,廣東蓮花山,貨櫃輪,基隆港,209
107年11月,廣東勒流,貨櫃輪,基隆港,162
107年11月,江蘇連雲港,貨櫃輪,基隆港,6531
107年11月,安徽馬鞍山,貨櫃輪,基隆港,35
107年11月,廣東馬坊,貨櫃輪,基隆港,3
107年11月,廣東茂名,貨櫃輪,基隆港,108
107年11月,廣東南海,貨櫃輪,基隆港,19
107年11月,浙江寧波,貨櫃輪,基隆港,13575
107年11月,廣東南港,貨櫃輪,基隆港,26
107年11月,江蘇南京,貨櫃輪,基隆港,737
107年11月,廣東南沙,貨櫃輪,基隆港,1135
107年11月,江蘇南通,貨櫃輪,基隆港,63
107年11月,廣東清溪,貨櫃輪,基隆港,934
107年11月,廣西欽州,貨櫃輪,基隆港,737
107年11月,廣東容奇,貨櫃輪,基隆港,146
107年11月,甘肅－－,貨櫃輪,基隆港,84
107年11月,廣東三埠,貨櫃輪,基隆港,15
107年11月,廣東水東,貨櫃輪,基隆港,20
107年11月,上海,貨櫃輪,基隆港,51140
107年11月,廣東三山,貨櫃輪,基隆港,107
107年11月,廣東蛇口,貨櫃輪,基隆港,4016
107年11月,廣東沙田,貨櫃輪,基隆港,11
107年11月,廣東三水,貨櫃輪,基隆港,47
107年11月,廣東南海三山,貨櫃輪,基隆港,6
107年11月,廣東順德,貨櫃輪,基隆港,89
107年11月,廣東汕頭,貨櫃輪,基隆港,1855
107年11月,廣東深圳,貨櫃輪,基隆港,29
107年11月,江蘇太倉,貨櫃輪,基隆港,8660
107年11月,山東青島,貨櫃輪,基隆港,17730
107年11月,天津,貨櫃輪,基隆港,332
107年11月,天津新港,貨櫃輪,基隆港,6598
107年11月,江蘇泰州,貨櫃輪,基隆港,37
107年11月,安徽蕪湖,貨櫃輪,基隆港,150
107年11月,浙江溫州,貨櫃輪,基隆港,2417
107年11月,湖北武漢,貨櫃輪,基隆港,488
107年11月,廣西梧州,貨櫃輪,基隆港,84
107年11月,廣東新豐,貨櫃輪,基隆港,0
107年11月,天津新港,貨櫃輪,基隆港,5134
107年11月,廣東小欖,貨櫃輪,基隆港,11
107年11月,廣東新會,貨櫃輪,基隆港,66
107年11月,廣東新塘,貨櫃輪,基隆港,100
107年11月,福建廈門,貨櫃輪,基隆港,15948
107年11月,河北宜昌,貨櫃輪,基隆港,152
107年11月,山東煙臺,貨櫃輪,基隆港,532
107年11月,海南洋浦,貨櫃輪,基隆港,143
107年11月,廣東北滘,貨櫃輪,基隆港,186
107年11月,廣東鹽田,貨櫃輪,基隆港,113
107年11月,江蘇楊州,貨櫃輪,基隆港,256
107年11月,廣東湛江,貨櫃輪,基隆港,923
107年11月,江蘇鎮江,貨櫃輪,基隆港,1639
107年11月,江蘇張家港,貨櫃輪,基隆港,132
107年11月,廣東肇慶,貨櫃輪,基隆港,149
107年11月,廣東中山,貨櫃輪,基隆港,390
107年11月,廣東珠海,貨櫃輪,基隆港,721
107年11月,福建漳州,礦砂輪,基隆港,16433
107年11月,福建泉州,散裝輪,基隆港,25025
107年11月,福建松下,散裝輪,基隆港,26388
107年11月,天津新港,散裝輪,基隆港,4261
107年11月,福建漳州,散裝輪,基隆港,23755
107年11月,上海寶山碼頭,乾貨輪,基隆港,8
107年11月,浙江寧波,乾貨輪,基隆港,0
107年11月,江蘇南京,乾貨輪,基隆港,218
107年11月,上海,乾貨輪,基隆港,13171
107年11月,江蘇太倉,乾貨輪,基隆港,3
107年11月,山東青島,乾貨輪,基隆港,2
107年11月,福建廈門,乾貨輪,基隆港,3510
107年12月,福建廈門,客貨輪,基隆港,2152
107年12月,安徽安慶,貨櫃輪,基隆港,18
107年12月,上海寶山碼頭,貨櫃輪,基隆港,13
107年12月,遼寧鱍魚圈,貨櫃輪,基隆港,89
107年12月,福建北茭,貨櫃輪,基隆港,101
107年12月,廣東廣州,貨櫃輪,基隆港,8
107年12月,江蘇常熟,貨櫃輪,基隆港,14
107年12月,福建昌樂,貨櫃輪,基隆港,2
107年12月,重慶,貨櫃輪,基隆港,21
107年12月,廣東長沙,貨櫃輪,基隆港,25
107年12月,四川成都,貨櫃輪,基隆港,13
107年12月,廣東東莞,貨櫃輪,基隆港,12
107年12月,遼寧大連,貨櫃輪,基隆港,5596
107年12月,廣東斗門,貨櫃輪,基隆港,5
107年12月,廣西防城,貨櫃輪,基隆港,176
107年12月,福建福州,貨櫃輪,基隆港,939
107年12月,廣東佛山,貨櫃輪,基隆港,160
107年12月,廣東高要,貨櫃輪,基隆港,95
107年12月,廣東高明,貨櫃輪,基隆港,49
107年12月,廣東,貨櫃輪,基隆港,2
107年12月,海南海口,貨櫃輪,基隆港,58
107年12月,廣東花都,貨櫃輪,基隆港,252
107年12月,廣東虎門,貨櫃輪,基隆港,791
107年12月,湖北黃石,貨櫃輪,基隆港,41
107年12月,廣東鶴山,貨櫃輪,基隆港,3
107年12月,廣東黃埔,貨櫃輪,基隆港,3597
107年12月,福建江陰,貨櫃輪,基隆港,730
107年12月,湖北荊州,貨櫃輪,基隆港,218
107年12月,江蘇江陰,貨櫃輪,基隆港,21
107年12月,上海嘉定,貨櫃輪,基隆港,18
107年12月,江西九江,貨櫃輪,基隆港,345
107年12月,廣東九江,貨櫃輪,基隆港,20
107年12月,廣東江門,貨櫃輪,基隆港,115
107年12月,廣東窖心,貨櫃輪,基隆港,71
107年12月,廣東蓮花山,貨櫃輪,基隆港,214
107年12月,廣東勒流,貨櫃輪,基隆港,229
107年12月,江蘇連雲港,貨櫃輪,基隆港,6508
107年12月,安徽馬鞍山,貨櫃輪,基隆港,12
107年12月,浙江寧波,貨櫃輪,基隆港,13617
107年12月,江蘇南京,貨櫃輪,基隆港,750
107年12月,廣東南沙,貨櫃輪,基隆港,1230
107年12月,江蘇南通,貨櫃輪,基隆港,67
107年12月,廣東清溪,貨櫃輪,基隆港,1563
107年12月,廣西欽州,貨櫃輪,基隆港,920
107年12月,廣東容奇,貨櫃輪,基隆港,213
107年12月,吉林三合,貨櫃輪,基隆港,20
107年12月,甘肅－－,貨櫃輪,基隆港,105
107年12月,上海,貨櫃輪,基隆港,50304
107年12月,廣東三山,貨櫃輪,基隆港,81
107年12月,廣東蛇口,貨櫃輪,基隆港,4810
107年12月,廣東三水,貨櫃輪,基隆港,175
107年12月,廣東三榕,貨櫃輪,基隆港,12
107年12月,廣東南海三山,貨櫃輪,基隆港,3
107年12月,廣東順德,貨櫃輪,基隆港,68
107年12月,廣東汕頭,貨櫃輪,基隆港,1729
107年12月,廣東深圳,貨櫃輪,基隆港,43
107年12月,江蘇太倉,貨櫃輪,基隆港,6880
107年12月,山東青島,貨櫃輪,基隆港,21452
107年12月,天津,貨櫃輪,基隆港,210
107年12月,天津新港,貨櫃輪,基隆港,7001
107年12月,江蘇泰州,貨櫃輪,基隆港,18
107年12月,山東威海,貨櫃輪,基隆港,24
107年12月,安徽蕪湖,貨櫃輪,基隆港,256
107年12月,浙江溫州,貨櫃輪,基隆港,2229
107年12月,湖北武漢,貨櫃輪,基隆港,351
107年12月,廣西梧州,貨櫃輪,基隆港,17
107年12月,天津新港,貨櫃輪,基隆港,4866
107年12月,廣東小欖,貨櫃輪,基隆港,6
107年12月,廣東新會,貨櫃輪,基隆港,126
107年12月,廣東新塘,貨櫃輪,基隆港,11
107年12月,福建廈門,貨櫃輪,基隆港,13712
107年12月,河北宜昌,貨櫃輪,基隆港,10
107年12月,山東煙臺,貨櫃輪,基隆港,680
107年12月,海南洋浦,貨櫃輪,基隆港,565
107年12月,廣東北滘,貨櫃輪,基隆港,167
107年12月,廣東鹽田,貨櫃輪,基隆港,106
107年12月,湖南岳陽,貨櫃輪,基隆港,48
107年12月,江蘇楊州,貨櫃輪,基隆港,24
107年12月,浙江乍浦,貨櫃輪,基隆港,175
107年12月,廣東湛江,貨櫃輪,基隆港,149
107年12月,江蘇鎮江,貨櫃輪,基隆港,1650
107年12月,河南駐馬店,貨櫃輪,基隆港,54
107年12月,江蘇張家港,貨櫃輪,基隆港,215
107年12月,廣東肇慶,貨櫃輪,基隆港,80
107年12月,廣東中山,貨櫃輪,基隆港,321
107年12月,廣東珠海,貨櫃輪,基隆港,337
107年12月,福建泉州,散裝輪,基隆港,25100
107年12月,福建漳州,散裝輪,基隆港,24129
107年12月,上海寶山碼頭,乾貨輪,基隆港,0
107年12月,廣西防城,乾貨輪,基隆港,6003
107年12月,湖北黃石,乾貨輪,基隆港,23
107年12月,浙江寧波,乾貨輪,基隆港,2
107年12月,上海,乾貨輪,基隆港,12283
107年12月,湖北武漢,乾貨輪,基隆港,80
107年12月,福建廈門,乾貨輪,基隆港,3308
108年01月,浙江溫州,客貨輪,基隆港,7
108年01月,福建廈門,客貨輪,基隆港,1932
108年01月,安徽安慶,貨櫃輪,基隆港,11
108年01月,上海寶山碼頭,貨櫃輪,基隆港,15
108年01月,廣西北海,貨櫃輪,基隆港,4
108年01月,福建北茭,貨櫃輪,基隆港,8
108年01月,廣東廣州,貨櫃輪,基隆港,2
108年01月,江蘇常熟,貨櫃輪,基隆港,38
108年01月,重慶,貨櫃輪,基隆港,253
108年01月,廣東長沙,貨櫃輪,基隆港,10
108年01月,廣東東莞,貨櫃輪,基隆港,29
108年01月,遼寧大連,貨櫃輪,基隆港,7921
108年01月,廣東斗門,貨櫃輪,基隆港,26
108年01月,廣西防城,貨櫃輪,基隆港,57
108年01月,福建福州,貨櫃輪,基隆港,1110
108年01月,廣東佛山,貨櫃輪,基隆港,229
108年01月,廣東高要,貨櫃輪,基隆港,50
108年01月,廣東高明,貨櫃輪,基隆港,39
108年01月,廣東,貨櫃輪,基隆港,95
108年01月,海南海口,貨櫃輪,基隆港,110
108年01月,廣東花都,貨櫃輪,基隆港,7
108年01月,廣東虎門,貨櫃輪,基隆港,665
108年01月,廣東鶴山,貨櫃輪,基隆港,5
108年01月,廣東黃埔,貨櫃輪,基隆港,6075
108年01月,廣東惠州,貨櫃輪,基隆港,4
108年01月,黑龍江呼瑪,貨櫃輪,基隆港,1
108年01月,廣東黃埔新港,貨櫃輪,基隆港,17
108年01月,福建江陰,貨櫃輪,基隆港,732
108年01月,湖北荊州,貨櫃輪,基隆港,312
108年01月,江蘇江陰,貨櫃輪,基隆港,21
108年01月,上海嘉定,貨櫃輪,基隆港,9
108年01月,江西九江,貨櫃輪,基隆港,596
108年01月,廣東九江,貨櫃輪,基隆港,14
108年01月,廣東江門,貨櫃輪,基隆港,106
108年01月,廣東窖心,貨櫃輪,基隆港,146
108年01月,廣東蓮花山,貨櫃輪,基隆港,253
108年01月,廣東六都,貨櫃輪,基隆港,6
108年01月,廣東勒流,貨櫃輪,基隆港,112
108年01月,江蘇連雲港,貨櫃輪,基隆港,5964
108年01月,福建馬尾,貨櫃輪,基隆港,5
108年01月,廣東馬坊,貨櫃輪,基隆港,25
108年01月,廣東南海,貨櫃輪,基隆港,20
108年01月,浙江寧波,貨櫃輪,基隆港,17277
108年01月,江蘇南京,貨櫃輪,基隆港,1064
108年01月,廣東南沙,貨櫃輪,基隆港,1916
108年01月,江蘇南通,貨櫃輪,基隆港,169
108年01月,廣東清溪,貨櫃輪,基隆港,2199
108年01月,廣西欽州,貨櫃輪,基隆港,734
108年01月,廣東容奇,貨櫃輪,基隆港,113
108年01月,吉林三合,貨櫃輪,基隆港,5
108年01月,甘肅－－,貨櫃輪,基隆港,117
108年01月,上海,貨櫃輪,基隆港,66926
108年01月,山東石島,貨櫃輪,基隆港,10
108年01月,廣東三山,貨櫃輪,基隆港,480
108年01月,福建石獅,貨櫃輪,基隆港,3
108年01月,廣東蛇口,貨櫃輪,基隆港,7512
108年01月,廣東沙田,貨櫃輪,基隆港,5
108年01月,廣東三水,貨櫃輪,基隆港,355
108年01月,廣東三榕,貨櫃輪,基隆港,12
108年01月,廣東南海三山,貨櫃輪,基隆港,33
108年01月,廣東順德,貨櫃輪,基隆港,29
108年01月,廣東汕頭,貨櫃輪,基隆港,2396
108年01月,廣東深圳,貨櫃輪,基隆港,34
108年01月,江蘇太倉,貨櫃輪,基隆港,11523
108年01月,山東泰安,貨櫃輪,基隆港,2
108年01月,山東青島,貨櫃輪,基隆港,23370
108年01月,天津,貨櫃輪,基隆港,144
108年01月,天津新港,貨櫃輪,基隆港,7969
108年01月,江蘇泰州,貨櫃輪,基隆港,76
108年01月,廣東外海,貨櫃輪,基隆港,8
108年01月,山東威海,貨櫃輪,基隆港,80
108年01月,安徽蕪湖,貨櫃輪,基隆港,249
108年01月,浙江溫州,貨櫃輪,基隆港,2884
108年01月,湖北武漢,貨櫃輪,基隆港,809
108年01月,廣西梧州,貨櫃輪,基隆港,1
108年01月,天津新港,貨櫃輪,基隆港,6241
108年01月,廣東小欖,貨櫃輪,基隆港,3
108年01月,廣東新會,貨櫃輪,基隆港,84
108年01月,廣東西樵,貨櫃輪,基隆港,4
108年01月,福建廈門,貨櫃輪,基隆港,17458
108年01月,湖南－－,貨櫃輪,基隆港,2
108年01月,河北宜昌,貨櫃輪,基隆港,67
108年01月,山東煙臺,貨櫃輪,基隆港,292
108年01月,海南洋浦,貨櫃輪,基隆港,770
108年01月,廣東北滘,貨櫃輪,基隆港,178
108年01月,廣東鹽田,貨櫃輪,基隆港,138
108年01月,湖南岳陽,貨櫃輪,基隆港,35
108年01月,江蘇楊州,貨櫃輪,基隆港,3
108年01月,浙江乍浦,貨櫃輪,基隆港,496
108年01月,廣東湛江,貨櫃輪,基隆港,1038
108年01月,江蘇鎮江,貨櫃輪,基隆港,567
108年01月,江蘇張家港,貨櫃輪,基隆港,426
108年01月,廣東肇慶,貨櫃輪,基隆港,77
108年01月,廣東中山,貨櫃輪,基隆港,203
108年01月,廣東珠海,貨櫃輪,基隆港,626
108年01月,福建城澳,礦砂輪,基隆港,17096
108年01月,上海,散裝輪,基隆港,1588
108年01月,福建松下,散裝輪,基隆港,26113
108年01月,福建漳州,散裝輪,基隆港,77072
108年01月,上海寶山碼頭,乾貨輪,基隆港,10
108年01月,福建福州,乾貨輪,基隆港,70
108年01月,湖北黃石,乾貨輪,基隆港,23
108年01月,遼寧錦州,乾貨輪,基隆港,5036
108年01月,福建馬尾,乾貨輪,基隆港,57
108年01月,江蘇南通,乾貨輪,基隆港,95
108年01月,吉林三合,乾貨輪,基隆港,7
108年01月,上海,乾貨輪,基隆港,12947
108年01月,廣東三山,乾貨輪,基隆港,120
108年01月,江蘇太倉,乾貨輪,基隆港,0
108年01月,山東青島,乾貨輪,基隆港,7
108年01月,安徽蕪湖,乾貨輪,基隆港,66
108年01月,湖北武漢,乾貨輪,基隆港,48
108年01月,福建廈門,乾貨輪,基隆港,2513
108年01月,河北宜昌,乾貨輪,基隆港,60
108年02月,福建廈門,客貨輪,基隆港,136
108年02月,廣東廣州,貨櫃輪,基隆港,1
108年02月,江蘇常熟,貨櫃輪,基隆港,12
108年02月,重慶,貨櫃輪,基隆港,90
108年02月,廣東長沙,貨櫃輪,基隆港,10
108年02月,四川成都,貨櫃輪,基隆港,14
108年02月,遼寧大連,貨櫃輪,基隆港,2414
108年02月,廣西防城,貨櫃輪,基隆港,87
108年02月,福建福州,貨櫃輪,基隆港,286
108年02月,廣東佛山,貨櫃輪,基隆港,14
108年02月,廣東高明,貨櫃輪,基隆港,21
108年02月,廣東,貨櫃輪,基隆港,0
108年02月,海南海口,貨櫃輪,基隆港,36
108年02月,安徽合肥,貨櫃輪,基隆港,205
108年02月,廣東虎門,貨櫃輪,基隆港,273
108年02月,湖北黃石,貨櫃輪,基隆港,11
